TempPlant2,TempPlant3,TempPlant4,Ambient_1_4
-1.8600000000000136,-1.9800000000000182,-1.740000000000009,-1.625
-1.6599999999999682,-1.9800000000000182,-1.9400000000000546,-1.687
-2.019999999999982,-1.9800000000000182,-2.019999999999982,-1.687
-2.1000000000000227,-1.8600000000000136,-2.1399999999999864,-1.75
-1.8600000000000136,-1.6599999999999682,-1.6200000000000045,-1.75
-1.740000000000009,-1.9400000000000546,-1.82000000000005,-1.75
-1.82000000000005,-2.019999999999982,-1.82000000000005,-1.687
-1.8600000000000136,-1.82000000000005,-1.82000000000005,-1.687
-1.740000000000009,-1.8600000000000136,-1.9400000000000546,-1.687
-1.6200000000000045,-1.8999999999999773,-1.8999999999999773,-1.625
-1.82000000000005,-2.1800000000000637,-1.8999999999999773,-1.687
-1.8600000000000136,-1.82000000000005,-1.8600000000000136,-1.625
-1.9400000000000546,-1.9800000000000182,-1.82000000000005,-1.625
-2.1399999999999864,-2.1800000000000637,-1.9800000000000182,-1.687
-1.9400000000000546,-1.8999999999999773,-1.8600000000000136,-1.687
-1.8600000000000136,-1.7000000000000455,-1.82000000000005,-1.687
-1.6599999999999682,-1.8600000000000136,-1.9400000000000546,-1.75
-1.7000000000000455,-1.82000000000005,-1.6200000000000045,-1.687
-1.3400000000000318,-1.5,-1.3400000000000318,-1.687
-0.8000000000000682,-1.32000000000005,-1.6200000000000045,-1.625
-0.32000000000005,-1.0400000000000773,-1.240000000000009,-1.625
0.09,-1.0400000000000773,-1.1599999999999682,-1.687
0.59,-0.9200000000000728,-1.240000000000009,-1.687
1.59,-0.8799999999999955,-1.1599999999999682,-1.687
2.55,-0.5600000000000591,-0.9600000000000364,-1.687
3.63,-0.39999999999997726,-0.9600000000000364,-1.687
5.23,-0.2799999999999727,-0.9600000000000364,-1.625
5.15,-0.44000000000005457,-0.8400000000000318,-1.687
5.37,-0.01999999999998181,-0.7599999999999909,-1.687
5.01,-0.36000000000001364,-0.9200000000000728,-1.687
4.71,-0.4800000000000182,-0.8000000000000682,-1.687
4.75,-0.44000000000005457,-0.5600000000000591,-1.687
4.85,0.21,-0.5600000000000591,-1.687
5.15,0.37,-0.5600000000000591,-1.625
4.81,0.63,-0.6399999999999864,-1.625
5.19,0.37,-0.6399999999999864,-1.625
5.05,0.41,-0.6399999999999864,-1.687
4.93,0.47,-0.6399999999999864,-1.687
5.05,0.63,-0.5600000000000591,-1.687
4.93,0.91,-0.22000000000002728,-1.687
5.51,1.01,-0.13999999999998636,-1.687
4.67,1.13,-0.22000000000002728,-1.625
4.81,1.05,-0.13999999999998636,-1.625
4.75,1.43,0.01,-1.625
4.67,2.09,-0.06000000000005912,-1.625
4.79,1.97,-0.13999999999998636,-1.687
5.27,1.97,0.01,-1.687
5.11,1.85,0.13,-1.812
4.93,2.17,0.01,-1.812
4.93,2.99,-0.10000000000002274,-1.75
5.07,2.59,0.09,-1.75
4.93,3.53,0.09,-1.75
5.15,4.53,0.71,-1.75
5.05,4.67,0.55,-1.75
4.75,4.71,0.79,-1.812
4.81,4.63,1.17,-1.812
5.15,4.75,1.05,-1.75
4.93,4.59,1.43,-1.75
4.75,4.27,0.83,-1.812
4.93,4.81,0.59,-1.812
5.37,4.63,0.83,-1.812
5.01,4.53,1.09,-1.812
5.19,4.57,1.09,-1.812
5.23,5.11,1.55,-1.812
5.01,4.57,1.37,-1.75
4.41,4.33,0.87,-1.687
5.11,4.07,0.67,-1.687
5.11,4.31,1.05,-1.625
5.51,4.33,0.79,-1.625
5.05,4.31,0.55,-1.625
4.85,4.27,0.75,-1.625
5.05,4.27,0.55,-1.625
4.85,4.05,0.47,-1.75
4.79,4.23,0.83,-1.75
4.71,4.01,0.59,-1.75
5.15,3.85,0.43,-1.75
5.07,3.85,0.25,-1.75
4.93,3.85,0.55,-1.75
4.71,3.89,0.21,-1.75
5.05,3.85,0.37,-1.75
4.75,4.31,0.25,-1.75
4.93,3.97,0.25,-1.75
5.01,3.53,0.25,-1.687
4.89,3.45,0.25,-1.75
5.05,3.33,0.09,-1.75
5.01,3.63,0.43,-1.75
4.85,3.79,0.47,-1.687
4.75,3.81,0.63,-1.625
4.97,4.31,0.25,-1.625
4.63,3.97,0.59,-1.625
5.07,3.81,0.43,-1.687
4.71,4.27,0.75,-1.625
5.01,4.41,0.79,-1.687
5.05,4.89,0.95,-1.625
5.23,4.19,0.63,-1.625
5.23,4.23,0.87,-1.687
4.97,4.79,0.79,-1.687
4.81,4.11,0.87,-1.687
4.89,4.07,0.83,-1.687
5.11,4.27,0.97,-1.687
5.23,4.07,0.97,-1.687
4.81,4.01,0.97,-1.687
4.75,4.45,1.29,-1.687
4.81,4.75,1.21,-1.687
5.19,4.79,1.41,-1.625
5.05,4.59,1.75,-1.625
4.81,4.45,1.29,-1.562
5.11,4.71,0.95,-1.562
4.81,4.63,1.37,-1.562
5.37,4.07,1.21,-1.625
5.01,3.97,1.29,-1.625
4.89,4.57,1.01,-1.625
5.05,4.49,1.09,-1.625
5.05,4.19,0.97,-1.625
5.11,4.45,1.05,-1.625
4.89,4.53,1.21,-1.625
5.33,4.85,1.21,-1.625
5.07,5.23,1.33,-1.687
5.29,5.05,1.83,-1.687
4.67,4.89,1.89,-1.687
5.23,4.75,2.01,-1.687
5.23,4.49,2.47,-1.625
4.89,4.49,2.25,-1.625
5.23,5.45,2.55,-1.687
5.05,5.07,2.77,-1.687
4.85,4.93,2.43,-1.625
5.07,5.15,2.65,-1.625
5.01,4.63,3.53,-1.625
4.93,4.75,3.81,-1.625
4.75,3.85,3.11,-1.562
4.97,4.07,2.61,-1.562
4.85,4.93,2.61,-1.562
4.97,4.79,2.73,-1.562
4.75,4.63,2.69,-1.625
4.93,4.75,2.81,-1.625
5.15,4.67,2.39,-1.562
4.89,4.75,2.55,-1.562
4.67,4.75,2.99,-1.562
5.01,4.23,2.59,-1.562
5.11,4.63,2.27,-1.562
5.07,5.07,2.77,-1.562
5.05,4.33,2.89,-1.562
5.01,5.27,3.03,-1.562
4.85,4.63,2.61,-1.5
5.05,4.89,3.25,-1.5
4.75,4.53,3.19,-1.562
4.85,4.93,3.53,-1.562
5.11,4.27,3.79,-1.625
4.71,5.11,3.49,-1.625
5.05,4.75,2.89,-1.687
5.11,4.75,2.65,-1.625
5.33,4.85,2.85,-1.625
5.19,4.79,3.15,-1.625
4.97,4.89,2.85,-1.625
4.97,5.05,3.37,-1.625
5.11,4.23,2.65,-1.687
4.71,4.63,2.91,-1.687
4.85,4.53,2.39,-1.625
5.19,4.45,2.61,-1.687
4.81,5.23,2.13,-1.625
5.37,4.63,2.17,-1.687
4.59,4.85,2.39,-1.687
4.85,4.71,2.65,-1.687
5.01,4.97,2.73,-1.687
4.89,5.05,2.81,-1.687
5.15,4.59,2.77,-1.687
5.41,4.27,3.11,-1.75
4.79,4.53,3.15,-1.687
4.93,4.85,3.45,-1.625
5.01,4.89,3.45,-1.625
5.33,4.67,3.59,-1.625
4.89,4.71,3.85,-1.625
5.05,5.33,4.07,-1.625
5.29,4.53,4.31,-1.625
5.45,4.89,4.59,-1.625
4.75,5.11,4.41,-1.625
4.97,4.89,4.27,-1.625
4.89,4.97,4.01,-1.625
4.85,4.45,4.11,-1.625
5.15,5.11,4.23,-1.625
4.93,4.71,4.23,-1.625
4.97,5.07,4.41,-1.687
5.07,5.07,4.01,-1.625
5.05,5.05,3.85,-1.625
5.15,4.53,3.79,-1.625
5.05,4.81,3.93,-1.625
5.05,5.33,4.07,-1.625
5.05,4.75,3.79,-1.562
5.15,4.85,3.63,-1.625
5.05,4.79,3.29,-1.562
5.01,4.93,3.15,-1.562
5.05,4.89,3.97,-1.625
5.45,4.93,4.59,-1.625
5.07,5.29,4.97,-1.562
5.29,4.75,4.15,-1.625
5.23,5.33,5.11,-1.625
5.15,5.05,4.49,-1.625
5.05,4.81,4.79,-1.625
5.15,4.97,5.15,-1.625
5.07,4.71,4.37,-1.625
5.01,4.79,4.53,-1.625
4.85,4.81,4.93,-1.625
5.01,5.05,4.71,-1.625
5.27,5.41,4.89,-1.625
5.05,4.59,4.11,-1.562
5.11,4.97,4.31,-1.625
5.27,5.01,4.53,-1.625
5.11,4.93,4.85,-1.625
4.97,5.07,4.37,-1.625
5.05,4.53,4.41,-1.625
5.23,5.05,5.01,-1.562
5.19,4.85,4.45,-1.625
5.01,5.29,4.75,-1.625
4.89,4.79,4.67,-1.625
5.05,4.63,3.97,-1.625
5.23,5.15,4.23,-1.625
4.93,4.67,4.67,-1.625
5.19,4.67,4.85,-1.562
4.97,5.11,4.85,-1.562
5.15,5.27,4.85,-1.562
5.27,4.85,4.19,-1.562
5.23,4.79,4.57,-1.562
5.37,4.71,4.79,-1.562
4.93,5.07,4.93,-1.562
4.97,4.89,4.89,-1.5
5.29,5.33,4.85,-1.562
5.07,4.53,3.59,-1.562
5.29,5.05,5.07,-1.562
4.97,4.75,5.07,-1.562
4.93,5.05,5.41,-1.562
4.89,5.27,4.97,-1.562
5.27,5.15,4.63,-1.562
5.27,5.41,4.81,-1.562
5.07,4.81,4.93,-1.562
5.15,4.81,4.81,-1.562
5.01,5.01,4.49,-1.5
4.85,4.59,4.23,-1.5
5.19,4.89,4.75,-1.5
5.19,5.11,4.81,-1.5
5.27,4.85,5.05,-1.5
5.19,4.89,4.49,-1.5
4.89,4.85,4.49,-1.437
5.01,5.45,4.93,-1.5
4.89,4.63,4.79,-1.437
5.19,4.85,4.79,-1.5
5.07,4.85,4.81,-1.5
5.07,4.85,4.57,-1.5
5.23,4.67,4.57,-1.5
5.27,4.93,4.63,-1.562
4.85,4.89,4.31,-1.562
5.07,4.93,4.63,-1.562
5.01,4.71,4.63,-1.625
5.23,5.05,5.01,-1.625
5.19,4.79,5.01,-1.625
5.07,4.71,4.23,-1.625
5.07,5.01,4.63,-1.625
4.97,5.55,4.93,-1.562
5.15,4.59,4.23,-1.625
5.29,4.93,4.41,-1.562
5.07,5.29,4.31,-1.625
4.85,4.85,4.15,-1.562
5.19,4.93,4.45,-1.562
5.27,4.85,4.59,-1.562
5.07,4.93,4.97,-1.5
5.07,5.11,4.63,-1.562
5.15,5.01,4.57,-1.5
5.19,5.49,5.37,-1.5
5.05,4.81,4.57,-1.562
5.15,4.81,4.11,-1.562
4.97,5.23,4.81,-1.562
4.79,4.75,4.81,-1.562
5.49,5.11,5.37,-1.625
5.23,4.93,5.07,-1.562
5.07,5.15,4.71,-1.562
4.63,5.01,4.75,-1.562
5.45,5.07,4.89,-1.562
5.01,5.01,4.57,-1.562
5.01,4.85,4.59,-1.562
5.27,5.19,4.85,-1.562
5.37,5.11,5.19,-1.5
5.19,4.71,4.27,-1.5
5.19,5.23,4.45,-1.562
5.49,4.89,5.15,-1.5
5.19,4.93,4.81,-1.562
5.15,5.15,4.33,-1.562
5.19,5.07,5.29,-1.562
4.89,4.93,4.71,-1.562
4.89,5.05,5.37,-1.562
5.15,5.45,5.01,-1.562
5.01,5.01,5.01,-1.562
5.07,4.97,5.05,-1.562
5.29,4.93,4.81,-1.562
5.11,4.81,5.19,-1.562
5.27,5.29,5.15,-1.562
4.97,5.15,4.59,-1.562
5.07,4.93,5.11,-1.562
5.05,4.97,4.81,-1.625
5.37,5.15,5.19,-1.625
5.27,5.23,4.89,-1.562
4.93,4.45,4.37,-1.562
5.01,4.89,4.53,-1.562
4.97,5.07,5.01,-1.562
5.23,4.89,5.01,-1.625
4.97,4.97,4.81,-1.625
4.79,4.89,4.85,-1.562
5.07,4.85,4.67,-1.562
5.19,5.11,4.79,-1.562
5.27,4.33,4.79,-1.562
4.89,5.15,4.93,-1.562
5.55,4.93,5.01,-1.562
5.11,5.05,4.57,-1.562
5.11,4.75,4.71,-1.562
5.07,4.81,4.59,-1.625
5.19,5.05,4.93,-1.625
5.23,4.89,4.71,-1.625
5.33,5.27,5.37,-1.625
5.19,4.81,5.07,-1.625
5.55,5.15,5.27,-1.562
5.01,4.93,4.79,-1.562
5.11,5.19,4.81,-1.625
5.15,5.15,4.89,-1.625
5.05,5.07,5.37,-1.562
5.33,4.93,4.75,-1.625
5.01,5.23,5.05,-1.625
5.11,4.85,4.63,-1.562
5.19,5.01,5.01,-1.562
4.93,4.97,4.79,-1.625
5.15,5.23,5.05,-1.625
5.11,4.75,5.15,-1.625
4.97,5.05,4.59,-1.625
5.01,5.07,4.75,-1.625
4.97,5.05,4.89,-1.625
4.89,4.97,4.63,-1.687
5.11,4.33,4.79,-1.687
5.07,5.23,5.11,-1.687
5.41,5.07,4.93,-1.75
4.89,4.63,4.67,-1.687
5.33,5.29,5.15,-1.75
5.11,5.05,5.01,-1.75
5.01,5.15,5.01,-1.687
4.93,5.27,5.37,-1.687
5.19,5.29,5.07,-1.687
5.63,5.27,5.29,-1.75
5.27,4.97,4.93,-1.75
4.97,4.53,5.05,-1.812
5.33,5.15,4.63,-1.812
5.11,4.49,5.07,-1.875
5.27,4.93,5.05,-1.875
5.05,5.11,4.97,-1.937
5.07,5.33,5.01,-1.937
5.11,4.93,5.01,-1.937
4.97,5.05,4.89,-2
5.15,5.01,4.97,-2
5.45,5.55,5.01,-2
4.93,5.01,4.63,-1.937
5.37,4.79,4.37,-2
4.59,5.05,4.97,-1.937
5.01,4.85,5.05,-1.875
5.23,5.19,5.23,-1.937
5.11,4.75,5.01,-1.812
5.29,4.85,4.71,-1.812
5.27,5.05,4.75,-1.812
5.05,5.27,5.01,-1.875
4.89,4.93,5.23,-1.812
4.67,4.85,4.97,-1.812
5.51,5.37,5.59,-1.812
5.23,5.07,4.89,-1.812
4.97,4.67,4.49,-1.812
5.01,5.29,4.89,-1.812
4.79,4.63,4.81,-1.812
5.23,5.19,5.23,-1.75
5.55,4.97,5.01,-1.812
5.01,5.07,5.05,-1.812
5.19,5.07,4.63,-1.75
5.27,5.11,4.97,-1.687
5.29,4.79,5.07,-1.687
5.29,5.23,4.81,-1.687
5.07,4.67,4.63,-1.687
4.93,4.45,4.49,-1.687
5.37,5.41,5.77,-1.687
5.11,5.05,4.71,-1.687
5.01,4.75,4.41,-1.625
5.27,5.11,5.19,-1.625
4.97,4.89,5.11,-1.625
5.15,4.85,5.11,-1.625
4.97,5.33,5.05,-1.687
5.11,5.01,5.41,-1.687
5.11,5.07,4.85,-1.687
5.01,4.79,5.05,-1.687
5.11,5.05,5.19,-1.687
5.07,4.89,5.01,-1.687
5.45,5.11,4.67,-1.687
4.75,4.97,5.27,-1.687
5.19,5.15,4.79,-1.625
5.23,4.75,5.05,-1.687
5.29,5.59,4.85,-1.687
4.93,4.93,4.67,-1.687
5.27,4.97,5.29,-1.75
5.19,5.15,5.11,-1.75
5.07,5.11,5.45,-1.75
5.19,5.19,4.85,-1.75
5.15,5.23,5.01,-1.75
5.27,5.05,5.01,-1.75
5.15,5.33,4.97,-1.75
5.19,5.07,5.11,-1.75
5.15,4.85,5.01,-1.75
4.97,5.05,5.15,-1.687
5.07,5.07,5.01,-1.75
4.97,5.23,4.89,-1.687
5.33,5.01,5.15,-1.75
5.41,5.11,4.71,-1.75
5.05,5.15,4.75,-1.75
5.33,5.19,5.33,-1.687
5.05,5.41,4.75,-1.687
4.85,4.97,4.63,-1.687
5.51,5.01,5.07,-1.687
5.29,4.89,5.05,-1.687
5.23,5.15,5.29,-1.687
5.23,5.07,5.29,-1.75
5.01,5.11,4.93,-1.687
5.01,5.11,4.67,-1.687
4.89,5.33,4.89,-1.687
5.01,4.71,4.93,-1.625
4.71,5.19,4.85,-1.687
5.37,5.11,5.19,-1.625
5.19,5.07,4.97,-1.625
5.07,4.67,5.01,-1.687
5.11,5.23,5.05,-1.687
5.05,4.71,4.85,-1.687
5.01,4.97,4.85,-1.687
5.45,4.97,5.49,-1.75
5.29,5.27,5.19,-1.75
5.07,5.37,5.23,-1.75
5.27,5.37,5.11,-1.75
4.67,4.85,4.85,-1.812
5.05,5.01,5.15,-1.812
5.11,5.19,5.11,-1.812
5.15,4.97,4.81,-1.812
5.19,5.23,5.07,-1.812
4.81,5.01,5.07,-1.875
5.05,5.27,5.45,-1.812
5.27,5.19,5.15,-1.875
4.85,4.75,4.89,-1.875
5.33,4.89,5.27,-1.875
5.23,4.89,5.07,-1.875
5.29,5.11,5.07,-1.875
5.19,5.11,4.97,-1.875
5.45,5.01,5.07,-1.875
4.79,5.23,5.29,-1.875
5.11,5.11,5.01,-1.875
4.93,4.53,4.97,-1.875
5.19,5.49,5.07,-1.937
5.27,5.07,5.07,-1.937
5.27,5.23,5.19,-1.937
5.23,5.19,5.27,-1.937
5.27,5.29,5.27,-1.937
5.23,5.29,5.07,-1.937
5.11,5.01,5.23,-1.937
5.27,5.27,5.11,-1.875
5.15,5.05,5.05,-1.937
5.01,4.85,5.05,-1.875
5.11,5.29,5.23,-1.875
5.27,5.05,5.01,-1.875
5.15,5.15,4.89,-1.875
5.45,5.11,5.11,-1.875
4.97,5.05,5.07,-1.875
5.05,5.23,5.33,-1.875
5.27,4.97,4.81,-1.875
4.89,5.11,5.15,-1.875
5.19,4.85,5.07,-1.875
4.93,5.11,5.05,-1.875
5.11,5.29,5.15,-1.875
5.41,4.75,4.97,-1.812
5.15,5.15,5.05,-1.875
5.41,5.11,5.11,-1.875
5.23,5.01,5.01,-1.875
5.19,5.45,4.97,-1.875
5.29,5.11,5.15,-1.875
5.19,5.07,5.29,-1.812
5.29,4.97,5.11,-1.875
5.27,5.01,5.15,-1.875
5.15,5.05,5.01,-1.812
5.27,5.19,4.89,-1.875
5.23,5.41,5.27,-1.875
5.05,4.93,4.89,-1.875
5.19,4.81,5.01,-1.875
4.71,4.85,5.05,-1.875
4.93,5.11,4.89,-1.812
5.11,4.97,4.79,-1.812
5.19,5.33,5.37,-1.875
4.79,5.27,4.97,-1.875
5.15,4.79,4.97,-1.875
5.37,4.89,5.23,-1.875
5.05,4.89,5.15,-1.875
5.15,5.07,5.15,-1.875
5.01,5.15,5.01,-1.875
5.11,5.07,5.19,-1.875
4.85,4.93,5.07,-1.875
4.89,5.05,5.07,-1.875
4.97,5.11,4.97,-1.875
5.41,5.15,5.19,-1.875
5.15,5.05,5.01,-1.875
5.15,4.81,5.11,-1.875
5.33,4.97,4.81,-1.875
5.27,5.01,5.11,-1.812
5.33,5.15,5.01,-1.875
5.07,5.07,5.01,-1.875
5.15,5.07,4.97,-1.875
5.19,5.01,5.07,-1.875
4.97,4.85,5.07,-1.875
5.07,5.27,5.11,-1.875
5.37,4.93,5.29,-1.937
5.23,5.07,5.11,-1.875
5.01,5.19,4.79,-1.875
5.41,5.27,5.33,-1.875
5.05,5.07,5.11,-1.875
5.01,5.07,5.23,-1.875
5.77,5.07,5.27,-1.875
5.07,5.01,5.11,-1.875
5.81,5.19,5.11,-1.875
5.59,5.07,5.19,-1.875
5.37,5.07,5.29,-1.875
5.41,5.29,5.07,-1.875
5.19,4.89,5.07,-1.812
5.23,5.15,4.89,-1.812
5.07,5.01,4.97,-1.812
5.01,4.97,5.27,-1.875
5.23,4.97,5.07,-1.812
5.41,5.23,5.27,-1.875
5.23,5.01,5.07,-1.875
5.15,5.41,5.33,-1.875
5.45,5.27,4.85,-1.875
5.23,4.97,5.01,-1.937
4.63,5.05,4.85,-1.937
5.55,5.37,5.27,-1.875
4.85,4.85,4.97,-1.875
5.01,4.63,5.07,-1.937
4.97,5.07,4.93,-1.937
5.37,5.11,5.37,-1.937
5.05,5.19,5.19,-1.937
5.07,4.89,5.07,-1.937
5.27,5.27,4.85,-2
5.11,4.85,5.23,-2
5.37,5.01,5.01,-2
5.05,5.05,5.07,-1.937
4.85,5.15,5.07,-2
5.11,5.37,5.07,-2
5.07,5.01,5.07,-2
4.93,5.19,5.11,-2
4.93,4.89,4.71,-2
4.79,5.01,4.93,-2
5.01,4.85,4.81,-2
5.41,5.07,4.89,-2.062
5.05,5.19,4.85,-2.062
5.23,5.15,5.05,-2.062
5.29,5.11,4.97,-2.062
5.23,5.33,5.27,-2.062
4.81,5.01,4.93,-2.062
5.23,4.89,5.01,-2.062
5.15,5.33,5.19,-2.062
